CustomerID,Name,Age,Gender,EducationQualification,MonthlyEarning,MonthlyExpenditure,EmploymentStatus,EmploymentDuration,RentPaymentHistory,UtilityPaymentHistory,IncomeToExpenditureRatio,CreditPaymentHistory,CreditCardLimitUsage,CreditMix,CreditHistoryLength,InsuranceConsistency,NewCredit,CreditScore
6e3c4532-1434-4f62-acac-028cba220065,Katie Hardin,62,Male,Graduate,6207,3023.22,Unemployed,1-2 years,No history,Excellent (100% on-time),2.05,Always On Time,0.83599,Credit Card + One Loan Type,5-10 Years,Some Regular Policies,11,62.14
2e326567-d284-454e-bebe-c0db9a3a6103,Brian Bullock,64,Female,Diploma,12643,8631.29,Part-Time,Less than 6 months,Fair(80-70% on-time),Good (90-80% on-time),1.46,1-2 Late Payments in Last 12 Months,0.28764,Credit Card + Multiple Loan Types,10+ Years,All Active but One Missed Renewal,16,72.51
1a43db54-523a-4993-8b34-46bc8ba435cc,Stefanie Simmons,38,Male,Graduate,6295,1923.8,Part-Time,5+ years,Excellent (100% on-time),Poor(<70% on-time),3.27,6+ Late Payments in Last 12 Months,0.01371,Credit Card + One Loan Type,6-12 Months,All Active and Paid On Time,4,68.87
4baf0f5e-a932-4094-93f2-8f11147f6570,Randall Johnson,33,Male,Diploma,7033,2249.06,Full-Time,2-5 years,Fair(80-70% on-time),Excellent (100% on-time),3.13,Always On Time,0.49728,Only Loans,3-5 Years,All Active and Paid On Time,4,74.95
b7b8c1a5-9a45-493d-b227-890e4e76833a,Brooke Harmon,38,Male,Postgraduate,4465,3621.71,Self-Employed,5+ years,Excellent (100% on-time),Fair(80-70% on-time),1.23,3-5 Late Payments in Last 12 Months,0.92589,Only Loans,<6 Months,Some Regular Policies,60,37.73
71a3fad2-b094-4d2a-aaa9-3b436d15f16f,Debra Baxter,28,Male,Graduate,7016,4984.27,Unemployed,5+ years,Excellent (100% on-time),Poor(<70% on-time),1.41,Always On Time,0.27327,Credit Card + One Loan Type,1-3 Years,All Active and Paid On Time,8,73.52
ba108217-0ad7-49a2-b277-16ec59fefbbc,Corey Thornton,54,Male,Diploma,11263,5172.22,Full-Time,Less than 6 months,Good (90-80% on-time),Excellent (100% on-time),2.18,3-5 Late Payments in Last 12 Months,0.26631,Only Credit Card,5-10 Years,All Active but One Missed Renewal,14,64.89
9d66e815-5a41-43b3-a95f-176cdebac186,Michael Dalton,53,Male,Postgraduate,11234,8007.34,Unemployed,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.4,6+ Late Payments in Last 12 Months,0.7381,Only Credit Card,<6 Months,All Active but One Missed Renewal,24,39.87
a3b442bd-4649-4296-af58-42c3ff86cc31,Evan Nelson,52,Female,Diploma,3485,2702.53,Full-Time,Less than 6 months,Excellent (100% on-time),Good (90-80% on-time),1.29,3-5 Late Payments in Last 12 Months,0.77553,Only Credit Card,1-3 Years,All Active and Paid On Time,55,45.39
0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,Brenda Perkins,36,Male,Graduate,10265,4969.05,Part-Time,5+ years,Fair(80-70% on-time),Excellent (100% on-time),2.07,Always On Time,0.43556,Credit Card + One Loan Type,1-3 Years,Some Regular Policies,23,70.26
67fd64c4-a334-458a-abd2-b5121335e5db,David Skinner,37,Female,PhD,8726,2806.48,Full-Time,5+ years,Good (90-80% on-time),Fair(80-70% on-time),3.11,1-2 Late Payments in Last 12 Months,0.83364,No Credit,3-5 Years,Some Regular Policies,40,53.03
bff9507d-cd14-403e-8359-9af65d01f55f,Jessica Lowery,35,Male,Graduate,4748,4081.7,Contract,1-2 years,No history,Good (90-80% on-time),1.16,6+ Late Payments in Last 12 Months,0.17193,Only Credit Card,6-12 Months,Some Regular Policies,35,44.12
07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,Charles Owens,64,Female,High School,12770,6475.77,Full-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),1.97,1-2 Late Payments in Last 12 Months,0.36703,Only Credit Card,6-12 Months,All Active and Paid On Time,40,60.48
ad973b67-9b89-45cb-9942-644c248d31ec,Jacqueline Figueroa,58,Female,PhD,14146,5147.57,Part-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),2.75,Always On Time,0.40428,Only Loans,3-5 Years,All Active and Paid On Time,93,68.6
20509c62-08e8-45d7-b02c-1821c8040fb7,Brittany Davis,66,Female,Graduate,9753,5804.15,Full-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.68,Defaulted/Collection,0.3128,Only Loans,3-5 Years,Irregular Payments/Expired,97,44.59
a52964ff-c74c-4890-bc6a-3174113634a5,Michelle King,31,Female,Diploma,6939,5281.14,Full-Time,5+ years,Fair(80-70% on-time),Excellent (100% on-time),1.31,3-5 Late Payments in Last 12 Months,0.21774,Credit Card + One Loan Type,5-10 Years,All Active and Paid On Time,7,71.39
f31046dc-6202-4ee6-9cb5-e69c5dc7b3e6,Erica Huynh,32,Male,High School,2641,1143.52,Contract,6-12 months,Excellent (100% on-time),Excellent (100% on-time),2.31,6+ Late Payments in Last 12 Months,0.33815,Only Loans,6-12 Months,No Insurance,11,50.39
2747b93c-9ae7-4eab-884a-67809136f1f8,Leslie Fitzgerald,48,Male,Postgraduate,12934,5971.55,Full-Time,Less than 6 months,Excellent (100% on-time),Fair(80-70% on-time),2.17,Always On Time,0.018,Credit Card + Multiple Loan Types,<6 Months,All Active and Paid On Time,5,80.84
5ef787b8-f2e6-495f-b32e-2016add702c9,Elizabeth Daniels,18,Male,Graduate,11388,5074.82,Full-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),2.24,1-2 Late Payments in Last 12 Months,0.70335,Only Credit Card,5-10 Years,All Active and Paid On Time,39,62.45
13aec376-c359-410a-b1a6-014c5f3c44dc,Jeffrey Walters PhD,20,Male,Graduate,16307,14594.83,Full-Time,Less than 6 months,Good (90-80% on-time),Good (90-80% on-time),1.12,1-2 Late Payments in Last 12 Months,0.68396,Only Loans,6-12 Months,All Active and Paid On Time,85,47.6
5df06e8c-878a-4ed9-a33f-fc8292ec89af,Daniel Young,33,Female,Postgraduate,9047,3785.65,Part-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),2.39,3-5 Late Payments in Last 12 Months,0.45022,Only Loans,1-3 Years,All Active and Paid On Time,80,57.87
4758367b-a649-4cdc-907b-907265e58f34,Kevin Grant,40,Female,Postgraduate,6774,4371.34,Self-Employed,1-2 years,Excellent (100% on-time),Fair(80-70% on-time),1.55,Always On Time,0.32292,Only Credit Card,1-3 Years,All Active but One Missed Renewal,35,66.34
06a241af-1d0a-47f7-b5e4-a4713fe68c9c,Hunter Williamson,28,Female,High School,1872,1600.86,Full-Time,2-5 years,Excellent (100% on-time),Poor(<70% on-time),1.17,1-2 Late Payments in Last 12 Months,0.43409,Only Credit Card,6-12 Months,Irregular Payments/Expired,75,46.79
848af440-7fc1-4858-afa0-d842bc55300b,Gerald Moran,29,Male,Diploma,8403,3261.52,Full-Time,1-2 years,Excellent (100% on-time),Fair(80-70% on-time),2.58,3-5 Late Payments in Last 12 Months,0.93652,Only Credit Card,1-3 Years,All Active and Paid On Time,98,40.71
1e2595b8-8fc9-486b-a9dd-ebf563119aca,Toni Hill,27,Female,Diploma,4212,3717.14,Part-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.13,1-2 Late Payments in Last 12 Months,0.60356,Credit Card + One Loan Type,10+ Years,Irregular Payments/Expired,19,63.6
b43bd27f-42a2-49a6-8664-12854303cbc1,Felicia Gordon,49,Male,Postgraduate,8212,7132.01,Full-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.15,3-5 Late Payments in Last 12 Months,0.73136,Only Credit Card,6-12 Months,Some Regular Policies,96,39.67
9ca3fbb3-ff11-48ba-b6ee-1640723ef466,Nancy Moreno,33,Female,Below High School,14741,12245.99,Unemployed,2-5 years,Fair(80-70% on-time),Excellent (100% on-time),1.2,1-2 Late Payments in Last 12 Months,0.22952,Only Credit Card,1-3 Years,All Active but One Missed Renewal,77,54.31
ffa623d0-ea9e-4c8d-b1a8-b71f491b90e9,Kimberly Kaufman,25,Female,Graduate,7387,3167.06,Contract,2-5 years,Excellent (100% on-time),Excellent (100% on-time),2.33,1-2 Late Payments in Last 12 Months,0.09476,Credit Card + One Loan Type,1-3 Years,All Active but One Missed Renewal,11,76.91
22bf18f5-1f65-4a87-b33e-e3447dbf4bc1,Jeffrey Leon,55,Female,Postgraduate,8261,5621.06,Self-Employed,1-2 years,Excellent (100% on-time),Poor(<70% on-time),1.47,Always On Time,0.08318,Only Loans,10+ Years,No Insurance,79,68.53
2c33350c-73b9-41d8-92f5-131ada52d2ee,Richard Smith,29,Female,Postgraduate,13322,10078.56,Full-Time,6-12 months,Excellent (100% on-time),Good (90-80% on-time),1.32,3-5 Late Payments in Last 12 Months,0.47202,Only Credit Card,6-12 Months,All Active and Paid On Time,10,55.71
ff4c96d6-71f2-4e8f-b69f-68c3e60fd420,Jennifer Martinez,41,Female,Diploma,11994,10694.05,Contract,Less than 6 months,Poor(<70% on-time),Good (90-80% on-time),1.12,Always On Time,0.71669,Credit Card + Multiple Loan Types,<6 Months,Irregular Payments/Expired,3,55.05
f7b217c7-ae92-4a71-8f7d-cb431679742f,Carol Torres,45,Male,Postgraduate,10794,4406.7,Unemployed,Less than 6 months,Excellent (100% on-time),Fair(80-70% on-time),2.45,6+ Late Payments in Last 12 Months,0.77412,Only Credit Card,<6 Months,All Active and Paid On Time,76,34.76
aaf78c67-51d0-4109-bc90-2838d8741408,Richard Golden,25,Female,High School,9778,7427.52,Part-Time,2-5 years,Good (90-80% on-time),Good (90-80% on-time),1.32,3-5 Late Payments in Last 12 Months,0.72041,No Credit,1-3 Years,All Active but One Missed Renewal,89,38.26
8ccc9cea-109f-48ee-b5a4-720058f0dd23,Angela Richards,45,Male,Postgraduate,9363,4712.22,Contract,1-2 years,Fair(80-70% on-time),Good (90-80% on-time),1.99,3-5 Late Payments in Last 12 Months,0.91276,Only Credit Card,3-5 Years,All Active and Paid On Time,40,46.3
4cc9f5f2-e42e-4037-8a55-2ea08acbbe09,Christopher White,53,Male,High School,11611,4706.82,Contract,1-2 years,Excellent (100% on-time),Excellent (100% on-time),2.47,Defaulted/Collection,0.052,No Credit,3-5 Years,Some Regular Policies,2,55.08
b5a5f8e6-b639-4f04-a852-4385d9f2dd0d,Paul Ferguson,43,Male,Diploma,1688,933.17,Part-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.81,Always On Time,0.85534,No Credit,3-5 Years,All Active and Paid On Time,60,56.94
2c913a7c-a340-4f08-b341-91b8ed6522b4,Robert Peck,25,Male,Postgraduate,13161,10216.9,Full-Time,1-2 years,Good (90-80% on-time),Good (90-80% on-time),1.29,1-2 Late Payments in Last 12 Months,0.66068,Only Loans,10+ Years,Some Regular Policies,23,60.29
3967e60a-823d-4107-9c8a-c066cb2fafa3,Peter Zhang,67,Male,High School,2234,1293.28,Contract,1-2 years,Good (90-80% on-time),Fair(80-70% on-time),1.73,1-2 Late Payments in Last 12 Months,0.17552,Credit Card + Multiple Loan Types,1-3 Years,All Active but One Missed Renewal,54,65.68
cac4d0eb-3373-430e-bc31-a5971f119c0f,Juan Lopez,45,Male,Diploma,4876,3035.38,Full-Time,6-12 months,Good (90-80% on-time),Excellent (100% on-time),1.61,Defaulted/Collection,0.68238,Only Loans,5-10 Years,All Active but One Missed Renewal,32,45.28
7e7838c9-ca55-438b-bc9a-be10238d6f44,Shirley Lucas,45,Male,Postgraduate,4238,3801.89,Contract,5+ years,Fair(80-70% on-time),Good (90-80% on-time),1.11,6+ Late Payments in Last 12 Months,0.51176,Only Credit Card,6-12 Months,Some Regular Policies,62,38.83
9280c5aa-8dd4-495b-9c63-b6f306ba8cd3,Tracy Mcguire,54,Male,Postgraduate,13597,7335.11,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.85,6+ Late Payments in Last 12 Months,0.35904,Credit Card + Multiple Loan Types,3-5 Years,No Insurance,26,59.28
fba6abf7-cdbc-4653-b7a7-e8b75e70f65f,Donald Roberts,58,Female,Graduate,9719,6504.35,Unemployed,Less than 6 months,Good (90-80% on-time),Excellent (100% on-time),1.49,Always On Time,0.24796,No Credit,10+ Years,Some Regular Policies,15,68.25
e25df9a8-9ca8-45c4-a138-afe08d38bbd8,Linda French,53,Female,Graduate,12547,6513.73,Part-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.93,Always On Time,0.46415,Only Loans,10+ Years,Irregular Payments/Expired,75,65.99
65edcfe3-4f2d-4d3f-90d4-de39161237c9,Mary Foster,44,Male,Graduate,8513,4560.17,Full-Time,1-2 years,Excellent (100% on-time),Fair(80-70% on-time),1.87,Always On Time,0.23913,Only Credit Card,5-10 Years,Some Regular Policies,54,68.6
7a89cbeb-b807-478a-b788-f5d1ffe575f6,Jill Taylor,34,Male,Diploma,4676,3354.49,Full-Time,5+ years,Good (90-80% on-time),Excellent (100% on-time),1.39,3-5 Late Payments in Last 12 Months,0.08285,Only Credit Card,10+ Years,All Active and Paid On Time,32,69.22
68d0a2a8-c4e7-47dd-a929-de738693fd9d,Dennis Guerra,26,Male,Diploma,9043,7801.69,Contract,5+ years,Excellent (100% on-time),Good (90-80% on-time),1.16,1-2 Late Payments in Last 12 Months,0.84612,Only Loans,3-5 Years,All Active but One Missed Renewal,63,50.77
20156a72-12e1-43a6-932c-ae01d2c65ee4,Ryan Mccarty,50,Female,High School,1763,1102.61,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.6,1-2 Late Payments in Last 12 Months,0.59284,Only Loans,10+ Years,All Active but One Missed Renewal,29,62.63
12fc7a87-a470-4d48-9128-b9b1f8ede0ca,Cory Jones,37,Female,PhD,9908,7540.38,Self-Employed,2-5 years,Excellent (100% on-time),Good (90-80% on-time),1.31,3-5 Late Payments in Last 12 Months,0.36367,Only Loans,5-10 Years,All Active but One Missed Renewal,37,62.69
8471b4b0-ae1b-4f69-b740-d83173318749,Maria Smith,30,Male,Graduate,3177,1123.15,Full-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),2.83,6+ Late Payments in Last 12 Months,0.44668,Credit Card + Multiple Loan Types,<6 Months,Irregular Payments/Expired,38,53.66
d43cdd6d-e0c1-4f1e-a0da-897258321ee4,Benjamin Mclaughlin,45,Male,Graduate,3065,1307.82,Unemployed,2-5 years,Fair(80-70% on-time),Excellent (100% on-time),2.34,Always On Time,0.86483,No Credit,1-3 Years,Irregular Payments/Expired,23,51.38
96792482-a3c9-48e4-8d22-38e6c7bf4fbc,Daniel Wood,65,Female,Graduate,9244,5558.22,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.66,Defaulted/Collection,0.31984,Credit Card + One Loan Type,1-3 Years,All Active but One Missed Renewal,44,51.37
21084dd9-f75d-4e3c-848d-56502e9522d6,Manuel Taylor,46,Female,PhD,6252,1950.67,Part-Time,1-2 years,Good (90-80% on-time),Excellent (100% on-time),3.21,Always On Time,0.38017,No Credit,<6 Months,All Active but One Missed Renewal,82,59.86
de431e06-e924-4069-80bb-ae526ec01269,John Miller,30,Male,High School,2541,1147.8,Part-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),2.21,Always On Time,0.76608,Only Loans,1-3 Years,All Active but One Missed Renewal,97,55.41
84a2576c-1fc9-45f8-94d6-07350e2f8958,Janet Smith,63,Male,Graduate,3856,2353.86,Contract,5+ years,Excellent (100% on-time),Fair(80-70% on-time),1.64,6+ Late Payments in Last 12 Months,0.20052,Only Credit Card,<6 Months,All Active and Paid On Time,22,51.72
2976aab2-2a26-4770-8ddb-1b36272c0588,Vincent Huynh,52,Male,Graduate,9503,2936.21,Contract,6-12 months,Excellent (100% on-time),Excellent (100% on-time),3.24,1-2 Late Payments in Last 12 Months,0.65926,Credit Card + Multiple Loan Types,<6 Months,Irregular Payments/Expired,94,54.05
39b86bb2-b596-4a7c-af4a-fa885299e505,John Johnson,23,Male,Graduate,13819,6339.16,Unemployed,Less than 6 months,Excellent (100% on-time),Good (90-80% on-time),2.18,Defaulted/Collection,0.43432,Credit Card + One Loan Type,1-3 Years,All Active and Paid On Time,28,50.74
84d67c4f-f0df-4684-b28e-41225894f7f1,James Mclean,35,Female,Below High School,4858,2955.7,Full-Time,2-5 years,Excellent (100% on-time),Good (90-80% on-time),1.64,1-2 Late Payments in Last 12 Months,0.50016,Only Loans,6-12 Months,All Active and Paid On Time,47,57.42
143029a9-d88f-4c94-88b7-63d5e519dd7e,Sandra Brown,68,Female,Postgraduate,7568,4872.96,Part-Time,5+ years,Fair(80-70% on-time),Good (90-80% on-time),1.55,Defaulted/Collection,0.78688,Credit Card + Multiple Loan Types,10+ Years,All Active and Paid On Time,10,52.94
f4d375c1-a293-49fa-b240-d7a14027ab7d,Sheila Myers,22,Male,PhD,5461,4671.62,Self-Employed,5+ years,Excellent (100% on-time),Good (90-80% on-time),1.17,Always On Time,0.99313,Credit Card + One Loan Type,5-10 Years,All Active but One Missed Renewal,61,61.59
a0017720-200b-4903-8642-6c458d03f17a,Joseph Ayers,64,Male,Graduate,15291,10508.09,Unemployed,2-5 years,Excellent (100% on-time),Fair(80-70% on-time),1.46,3-5 Late Payments in Last 12 Months,0.83151,Credit Card + Multiple Loan Types,10+ Years,All Active and Paid On Time,51,55.66
17eaec83-8892-442f-9d4b-2bf94d85e9c7,Kenneth Perez,42,Male,Graduate,4868,2671.76,Unemployed,5+ years,Excellent (100% on-time),Fair(80-70% on-time),1.82,Defaulted/Collection,0.16054,Credit Card + One Loan Type,5-10 Years,All Active and Paid On Time,68,55.66
9780c215-2b2b-48e9-a417-c09380a8a23d,Devon Davis,19,Female,PhD,12885,11058.04,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.17,1-2 Late Payments in Last 12 Months,0.22455,No Credit,5-10 Years,All Active but One Missed Renewal,60,62.84
2bd3cdcd-2779-4685-94a5-3fdef10d27c8,Mary Mathews,27,Male,Postgraduate,6630,5111.26,Part-Time,Less than 6 months,Excellent (100% on-time),Good (90-80% on-time),1.3,Always On Time,0.40993,Only Loans,3-5 Years,All Active and Paid On Time,98,62.29
e6e987ca-b87b-4384-9fdd-de2ea8a2b7ad,Christine Dillon,47,Male,High School,14557,6114.02,Unemployed,2-5 years,Good (90-80% on-time),Excellent (100% on-time),2.38,Always On Time,0.71923,Credit Card + Multiple Loan Types,<6 Months,All Active and Paid On Time,77,59.4
ec86a890-d7b0-4bdc-966e-3cbe9aea622f,Jason Smith,67,Male,Graduate,5735,2170.73,Part-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),2.64,6+ Late Payments in Last 12 Months,0.50937,Only Credit Card,6-12 Months,Some Regular Policies,97,41.82
dd20c3bf-d342-4f08-8a8b-b5b490494583,Lisa Campbell,62,Female,Graduate,13005,9174.86,Part-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.42,1-2 Late Payments in Last 12 Months,0.9018,Credit Card + One Loan Type,5-10 Years,All Active but One Missed Renewal,53,57.74
f2d3f761-0ba3-4279-94cb-056407437c3b,Jeffrey Taylor,22,Male,Graduate,4519,2873.77,Full-Time,1-2 years,Good (90-80% on-time),Poor(<70% on-time),1.57,1-2 Late Payments in Last 12 Months,0.04868,Only Credit Card,1-3 Years,All Active but One Missed Renewal,28,64.91
43c07d43-93a7-4792-8561-b8dca4364fcd,Brett Bailey,50,Female,Postgraduate,6840,5292.82,Unemployed,6-12 months,Excellent (100% on-time),Good (90-80% on-time),1.29,6+ Late Payments in Last 12 Months,0.25852,Only Loans,1-3 Years,Some Regular Policies,53,48.79
92779574-c457-4cc3-b5f7-89bca6b07458,Donna Sexton,18,Male,PhD,6169,4585.31,Unemployed,6-12 months,Excellent (100% on-time),Good (90-80% on-time),1.35,6+ Late Payments in Last 12 Months,0.21927,No Credit,<6 Months,Some Regular Policies,47,42.63
07c0d116-a394-4d54-9e3c-5a886aa56e6d,Christopher Harrison,35,Male,PhD,4948,3340.53,Full-Time,6-12 months,Good (90-80% on-time),Excellent (100% on-time),1.48,1-2 Late Payments in Last 12 Months,0.74417,Only Credit Card,<6 Months,Some Regular Policies,43,47.73
8baaf744-a08d-421b-a395-4cb17f7f6c0a,Kelly Woods,49,Male,Graduate,15172,13530.83,Full-Time,6-12 months,Good (90-80% on-time),Excellent (100% on-time),1.12,6+ Late Payments in Last 12 Months,0.46477,Credit Card + One Loan Type,6-12 Months,All Active but One Missed Renewal,40,50.5
4d560a3d-f4e7-469a-a454-09374a27ebf2,Thomas Johnson,64,Female,High School,4655,2886.82,Unemployed,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),1.61,1-2 Late Payments in Last 12 Months,0.01501,No Credit,5-10 Years,Some Regular Policies,81,60.58
ceae71cf-ce00-4af0-beb0-51817ba24588,Christine King,66,Male,PhD,3877,1426.21,Self-Employed,1-2 years,Good (90-80% on-time),Fair(80-70% on-time),2.72,3-5 Late Payments in Last 12 Months,0.77344,Only Credit Card,3-5 Years,All Active but One Missed Renewal,74,47.78
741b77f5-4c24-4053-a7f5-ae02af5b8f47,Marcus Williams,28,Male,Postgraduate,4738,3776.02,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.25,Always On Time,0.3618,Only Loans,1-3 Years,All Active and Paid On Time,64,65.8
2877f5d9-0f56-45f8-b048-faa112ae5c22,Jeffrey Jones,38,Female,High School,14358,6477.07,Full-Time,5+ years,Good (90-80% on-time),Good (90-80% on-time),2.22,Always On Time,0.26046,Credit Card + Multiple Loan Types,<6 Months,All Active but One Missed Renewal,65,69.88
76e5ae78-7bf7-41d3-aa66-2fce7089fc6d,Gerald Hunt,43,Female,PhD,10711,8208.71,Full-Time,5+ years,Fair(80-70% on-time),Poor(<70% on-time),1.3,6+ Late Payments in Last 12 Months,0.18272,Only Credit Card,6-12 Months,Some Regular Policies,37,47.79
24c778a5-9b4e-464b-9716-dc2e343ada2a,Zachary Huff,42,Female,Postgraduate,12887,11266.64,Part-Time,1-2 years,Excellent (100% on-time),Poor(<70% on-time),1.14,1-2 Late Payments in Last 12 Months,0.94601,Only Credit Card,1-3 Years,Irregular Payments/Expired,44,41.97
